ŒUVRE 1	ŒUVRE 2	NUM	PERCENTAGE	TEXTE 1	TEXTE 2	INTRA
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	18	1	Je regarde les maisons des hommes, ces beaux villages renversés aux collines comme des corbeilles de pommes rouges, – tous les villages que j’aimais.	Je regarde les maisons des hommes, ces beaux villages renversés aux collines comme des corbeilles de pommes rouges, – tous les villages que j’aimais.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	18	1	Je regarde les maisons des hommes, ces beaux villages renversés aux collines comme des corbeilles de pommes rouges, – tous les villages que j’aimais.	Je regarde les maisons des hommes, ces beaux villages renversés aux collines comme des corbeilles de pommes rouges, – tous les villages que j’aimais.	False
Requiem 1967	Périodiques et collectifs 1943-1976	18	1	Je regarde les maisons des hommes, ces beaux villages renversés aux collines comme des corbeilles de pommes rouges, – tous les villages que j’aimais.	Je regarde les maisons des hommes, ces beaux villages renversés aux collines comme des corbeilles de pommes rouges, – tous les villages que j’aimais.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	18	1	Je regarde les maisons des hommes, ces beaux villages renversés aux collines comme des corbeilles de pommes rouges, – tous les villages que j’aimais.	Je regarde les maisons des hommes, ces beaux villages renversés aux collines comme des corbeilles de pommes rouges, – tous les villages que j’aimais.	True
Requiem 1967	Périodiques et collectifs 1943-1976	18	1	Je regarde les maisons des hommes, ces beaux villages renversés aux collines comme des corbeilles de pommes rouges, – tous les villages que j’aimais.	Je regarde les maisons des hommes, ces beaux villages renversés aux collines comme des corbeilles de pommes rouges, – tous les villages que j’aimais.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	22	1	Je regarde les trois chevaux sous la jeune ombre trouée du tilleul, les jeunes hommes parler et rire, avec le rire soudain comme une fleur à leur bouche.	Je regarde les trois chevaux sous la jeune ombre trouée du tilleul, les jeunes hommes parler et rire, avec le rire soudain comme une fleur à leur bouche.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	7	0.3043	Je rejoins un jeune laboureur et lui demande ma route (que je sais) pour que sa voix, peut-être, efface l’autre.	Je monte vers un jeune laboureur lui demander ma route (que je sais) pour que sa voix, peut-être, éteigne l’autre.	True
Périodiques et collectifs 1915-1942	Adieu 1927	8	1	Je rends à mes yeux purs un soir couleur de miel.	Je rends à mes yeux purs un soir couleur de miel.	False
JOURNAL	JOURNAL	10	0.3333	Je rentre d’une longue marche      Le passage de : « Etrange intuition » à « leur revanche future », est publié, avec quelques modifications, dans « Année », Essai pour un paradis, Ecrits I, p. .	» à : « comme il est dit dans la première Ennéade » est publié, avec quelques modifications, dans « Année », Essai pour un paradis, Ecrits I, p. .	True
JOURNAL	Campagne perdue 1972	8	0.5	Je repars vers la gare d’E[clépens], cueille sur le soubassement du Mauremont un bouquet d’œillets roses refleuris.	Je repars vers la gare, cueille au soubassement du Mauremont un bouquet d’œillets roses refleuris.	False
Périodiques et collectifs 1943-1976	Campagne perdue 1972	14	1	Je repartirai sans que le pinson-messager soit venu se poser sur la branche basse et m’ait dit son message.	Je repartirai sans que le pinson-messager soit venu se poser sur la branche basse et m’ait dit son message.	False
Périodiques et collectifs 1915-1942	Feuillets 1929	44	1	Je respire le parfum de deux coupes de roses sur la petite table ronde où se dresse, couronnée de feuilles et de fleurs, une flûte de verre parmi les cendriers, l’encrier sur une faïence jaune, la luisante cire noire du sous-main, le verre violâtre plein de figues sèches, les papiers froissés chargés de raisins et d’amandes.	Je respire le parfum de deux coupes de roses sur la petite table ronde où se dresse, couronnée de feuilles et de fleurs, une flûte de verre parmi les cendriers, l’encrier sur une faïence jaune, la luisante cire noire du sous-main, le verre violâtre plein de figues sèches, les papiers froissés chargés de raisins et d’amandes.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	19	1	Je reste seul à l’angle d’un paysage livré au vent, aux gels nocturnes, n’ayant rien recueilli, rien semé, sans recours devant la torture de l’hiver.	Je reste seul à l’angle d’un paysage livré au vent, aux gels nocturnes, n’ayant rien recueilli, rien semé, sans recours devant la torture de l’hiver.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	13	0.7647	Je reste seul dans cette salle à boire avec le matin de novembre qui commence, comme lui sans forces, inexplicablement heureux.	Je reste seul dans cette salle avec le matin de novembre qui commence, comme lui sans force, inexplicablement heureux.	False
Requiem 1967	Périodiques et collectifs 1943-1976	5	1	Je retourne au pied du frêne d’autrefois.	Je retourne au pied du frêne d’autrefois.	False
Requiem 1967	Périodiques et collectifs 1943-1976	22	1	Je retrouve un lieu sans mémoire, absent et familier tout ensemble, et prodigue d’une telle douceur d’accueil que je n’ose plus l’interroger, comme un hôte dont la parole s’embarrasse.	Je retrouve un lieu sans mémoire, absent et familier tout ensemble, et prodigue d’une telle douceur d’accueil que je n’ose plus l’interroger, comme un hôte dont la parole s’embarrasse.	False
JOURNAL	Feuillets 1929	4	1	Je rêve d’un art moins soumis.	Je rêve d’un art moins soumis.	False
Périodiques et collectifs 1915-1942	Air de la solitude 1945	9	1	Je rêve d’une voix sans surprise, monotone et tendre, qui lui ressemblerait.	Je rêve d’une voix sans surprise, monotone et tendre, qui lui ressemblerait.	False
Périodiques et collectifs 1943-1976	Air de la solitude 1945	9	1	Je rêve d’une voix sans surprise, monotone et tendre, qui lui ressemblerait.	Je rêve d’une voix sans surprise, monotone et tendre, qui lui ressemblerait.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	9	1	Je rêve d’une voix sans surprise, monotone et tendre, qui lui ressemblerait.	Je rêve d’une voix sans surprise, monotone et tendre, qui lui ressemblerait.	False
Périodiques et collectifs 1915-1942	Campagne perdue 1972	15	0.3658	Je rêve que je suis l’un de vous, toi peut-être, que je laisse comme vous la dure fatigue du jour fondre dans la nuit fraîche.	Assis à peine à l’angle du banc, comme quelqu’un qui va repartir et tremble d’une rencontre possible, la tête contre les géraniums éteints, Aimé, je rêve que je suis l’un de vous, que je laisse comme vous la dure fatigue du jour fondre dans la nuit fraîche.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	2	1	Je rêve, n’est-ce pas ?	Je rêve, n’est-ce pas ?	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	14	1	Je rêve… mais rouvrir les yeux, ou rêver que je les rouvre, qui me dira ce que je fais ?	Je rêve… mais rouvrir les yeux, ou rêver que je les rouvre, qui me dira ce que je fais ?	False
JOURNAL	JOURNAL	5	0.4166	Je reviens avec lui à la maison.	Je reviens avec lui à la maison, causerie à la fontaine, un moment sur le banc.	True
Périodiques et collectifs 1915-1942	Air de la solitude 1945	26	1	Je revois ce long mois de janvier , doux et humide, ce village parmi les sapins et les pâturages coupés de murets croulants que la neige demeurée dans leur ombre cernait d’un dur trait violâtre.	Je revois ce long mois de janvier , doux et humide, ce village parmi les sapins et les pâturages coupés de murets croulants que la neige demeurée dans leur ombre cernait d’un dur trait violâtre.	False
Périodiques et collectifs 1915-1942	Les fleurs et les saisons	17	1	Je revois ce petit bosquet au flanc d’une colline desséchée jusqu’à son cœur de roc par une suite de soleils sans merci.	Je revois ce petit bosquet au flanc d’une colline desséchée jusqu’à son cœur de roc par une suite de soleils sans merci.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	12	1	Je rouvre les yeux (les ai-je rouverts ?), le taon se pose sur ma main, je l’écrase.	Je rouvre les yeux (les ai-je rouverts ?), le taon se pose sur ma main, je l’écrase.	False
JOURNAL	Feuillets 1929	11	0.647	Je sais – je sens encore qu’il est impie de demander comme une grâce la chute dernière et le sommeil.	Je sais, je sens encore qu’il est impie de demander comme une grâce dernière la chute et le sommeil.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	25	0.4716	Je sais bien qu’il m’attend,  Le chemin derrière nous miroitant de flaques,  Le chemin cerné de grands buissons rigides Aux fleurs de soie bleue plus bleues que ton regard, Le chemin qui va me reprendre tout à l’heure  La route qui ne conduit nulle part.	Ne me dis pas tout de suite adieu, Ne lâche pas cette main si brève dans les tiennes Je sais bien qu’il m’attend, Le chemin derrière nous miroitant de flaques, Le chemin cerné de grands buissons rigides Aux fleurs de soie plus bleue que ton regard, Le chemin qui va me reprendre tout à l’heure.	True
Périodiques et collectifs 1943-1976	Campagne perdue 1972	33	0.8918	Je sais bien qu’il m’attend,  Le chemin derrière nous miroitant de flaques,  Le chemin cerné de grands buissons rigides Aux fleurs de soie bleue plus bleues que ton regard, Le chemin qui va me reprendre tout à l’heure  La route qui ne conduit nulle part.	Je sais bien qu’il m’attend, Le chemin derrière nous miroitant de flaques, Le chemin cerné de grands buisson rigides Aux fleurs de soie bleue plus bleues que ton regard, Le chemin qui va me reprendre tout à l’heure  La route qui ne conduit nulle part.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	16	1	Je sais le contour que tu dessines, couchée à demi sur l’herbe courte, l’ombre seule de ma tête dans la poussière.	Je sais le contour que tu dessines, couchée à demi sur l’herbe courte, l’ombre seule de ma tête dans la poussière.	False
Périodiques et collectifs 1943-1976	Le repos du cavalier 1958	20	1	Je sais les hautes lames de la nuit, ce déferlement silencieux contre les murailles : la mer aveugle, la Mère à tâtons qui vient reprendre son noyé.	Je sais les hautes lames de la nuit, ce déferlement silencieux contre les murailles : la mer aveugle, la Mère à tâtons qui vient reprendre son noyé.	False
Périodiques et collectifs 1915-1942	JOURNAL	20	1	Je sais maintenant que chaque chose, chaque être est toujours sur la frange de l’abîme où il disparaîtra, que ce monde est le monde du sursis.	Je sais maintenant que chaque chose, chaque être est toujours sur la frange de l’abîme où il disparaîtra, que ce monde est le monde du sursis.	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	36	0.6428	Je sais peu d'endroits où l’homme (entendez l'homme des plaines – vous et moi – mal décortiqué de la mûrissante atmosphère de juillet qu'il traîne dans son sillage, comme aux nickels, aux vernis miroitants de sa voiture s'évanouissent à peine les reflets de moissons mordues par la faux, d'abricots parmi les feuilles) se voie reçu avec autant de sereine indifférence.	Je sais peu d’endroits où l’homme (entendez l’homme des plaines – vous et moi – mal décortiqué de la mûrissante atmosphère de juillet qu’il traîne dans son sillage, comme aux nickels, aux vernis miroitants de sa voiture s’évanouissent à peine les reflets de moissons mordues par la faux, d’abricots parmi les feuilles) se voie reçu avec autant de sereine indifférence.	False
Petit traité de la marche en plaine 1932	Périodiques et collectifs 1915-1942	43	0.9148	Je sais qu’en laissant sur elle errer quelques instants mon regard, une main de laboureur naîtrait de l’air, se poserait sur l’une des cornes, une forte main dorée, tachée de terre, avec l’anneau d’or usé comme un tesson de verre sur le sable de la grève, et qu’un sabot de cheval s’enfoncerait soudain dans le sillon commencé.	Je sais qu’en laissant sur elle errer quelques instants mon regard, une main de laboureur naîtrait de l’air, se poserait sur l’une des cornes, une forte main dorée, tachée de terre, avec l’anneau d’or dépoli comme un tesson de verre sur le sable de la grève, et qu’un sabot de cheval s’enfoncerait soudain dans le sillon commencé.[	False
Périodiques et collectifs 1943-1976	Air de la solitude 1945	8	0.3478	Je sais qu’ils rient, comme tu riais jadis, une fleur d’été refleurie au sang des lèvres, la même fleur… Mais non, je n’irai pas les joindre : il sera toujours temps.	Mais non, je n’irai pas les joindre : il sera toujours temps.	False
Périodiques et collectifs 1943-1976	Air de la solitude 1945	14	0.6086	Je sais qu’ils rient, comme tu riais jadis, une fleur d’été refleurie au sang des lèvres, la même fleur… Mais non, je n’irai pas les joindre : il sera toujours temps.	Je sais qu’ils rient, comme tu riais jadis, une fleur d’été refleurie au sang des lèvres, la même fleur...	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	40	1	Je sais qu’on aurait pu vous peindre ici dans vos vieux habits brûlés comme ceux du vigneron, ou la faux à la main, ou retournant l’énorme charrue à la pointe du sillon, ou berger d’automne parmi les marguerites écrasées, ou levant la hache dans le bois de mousse et de sel.	Je sais qu’on aurait pu vous peindre ici dans vos vieux habits brûlés comme ceux du vigneron, ou la faux à la main, ou retournant l’énorme charrue à la pointe du sillon, ou berger d’automne parmi les marguerites écrasées, ou levant la hache dans le bois de mousse et de sel.	True
